               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 129,            0.055581,            0.083213,            0.033892,             0.57239,             0.42409,             0.43803,             0.22423,            0.053026,             0.05428,            0.022482,           0.0065276,           0.0065276,           0.0065276
                 130,             0.05555,            0.083062,            0.033649,             0.57108,             0.42518,             0.43829,             0.22431,            0.053015,            0.054277,            0.022454,           0.0064816,           0.0064816,           0.0064816
                 131,            0.055462,            0.082966,            0.033804,             0.57559,              0.4234,             0.43866,             0.22481,            0.052996,             0.05427,            0.022435,           0.0064356,           0.0064356,           0.0064356
                 132,            0.055461,            0.083361,            0.033657,             0.58321,             0.41998,             0.43912,             0.22529,            0.052969,            0.054251,            0.022404,           0.0063895,           0.0063895,           0.0063895
                 133,            0.055394,            0.082927,            0.033669,             0.57694,             0.42377,             0.43977,             0.22568,            0.052933,            0.054249,            0.022377,           0.0063432,           0.0063432,           0.0063432
                 134,            0.055418,            0.082814,             0.03359,             0.57689,             0.42421,             0.44047,             0.22617,            0.052909,            0.054232,            0.022352,           0.0062969,           0.0062969,           0.0062969
                 135,            0.055355,            0.082938,            0.033556,             0.57214,             0.42663,             0.44076,             0.22619,            0.052924,            0.054224,             0.02234,           0.0062505,           0.0062505,           0.0062505
                 136,            0.055304,            0.082805,            0.033491,             0.58113,             0.42223,             0.44086,             0.22626,            0.052921,            0.054219,            0.022327,            0.006204,            0.006204,            0.006204
                 137,            0.055355,            0.082897,            0.033411,             0.57497,             0.42605,             0.44126,             0.22664,            0.052905,            0.054208,            0.022307,           0.0061574,           0.0061574,           0.0061574
                 138,             0.05526,            0.082646,            0.033445,             0.58645,             0.42075,             0.44163,             0.22657,            0.052924,            0.054198,            0.022285,           0.0061107,           0.0061107,           0.0061107
                 139,            0.055322,            0.083084,            0.033245,             0.58484,             0.42209,             0.44186,             0.22674,            0.052889,            0.054197,             0.02227,            0.006064,            0.006064,            0.006064
                 140,            0.055252,            0.082837,            0.033303,             0.58106,             0.42485,             0.44252,             0.22716,            0.052856,            0.054183,             0.02225,           0.0060172,           0.0060172,           0.0060172
                 141,            0.055195,            0.083004,            0.033218,             0.58956,             0.42061,             0.44293,             0.22781,            0.052796,            0.054172,            0.022235,           0.0059704,           0.0059704,           0.0059704
                 142,            0.055189,            0.082874,             0.03323,             0.58258,              0.4241,             0.44314,             0.22825,            0.052767,             0.05417,            0.022212,           0.0059235,           0.0059235,           0.0059235
                 143,            0.055155,            0.082979,            0.033163,             0.59179,             0.41914,             0.44325,             0.22849,            0.052763,            0.054169,            0.022193,           0.0058766,           0.0058766,           0.0058766
                 144,            0.055078,            0.082444,            0.033168,             0.57809,             0.42638,             0.44348,              0.2286,            0.052755,            0.054159,            0.022176,           0.0058296,           0.0058296,           0.0058296
                 145,            0.055088,            0.082768,            0.033168,             0.58083,             0.42531,             0.44395,             0.22913,            0.052723,            0.054153,             0.02217,           0.0057826,           0.0057826,           0.0057826
                 146,            0.055019,             0.08273,            0.032992,             0.57467,             0.42894,             0.44415,             0.22934,            0.052708,            0.054143,             0.02215,           0.0057355,           0.0057355,           0.0057355
                 147,            0.055011,            0.082611,             0.03297,             0.57446,             0.43027,             0.44457,              0.2297,            0.052683,            0.054124,            0.022127,           0.0056884,           0.0056884,           0.0056884
                 148,            0.054989,            0.083094,            0.032908,             0.57947,             0.42824,             0.44493,             0.22997,            0.052655,            0.054112,            0.022105,           0.0056413,           0.0056413,           0.0056413
                 149,            0.055007,            0.082535,             0.03302,               0.576,             0.43031,             0.44535,             0.22994,            0.052665,            0.054101,            0.022082,           0.0055942,           0.0055942,           0.0055942
                 150,            0.054922,            0.082575,            0.032812,             0.58283,             0.42732,             0.44546,             0.23004,            0.052663,            0.054096,            0.022062,           0.0055471,           0.0055471,           0.0055471
                 151,            0.054892,            0.082393,            0.032848,             0.58597,             0.42686,             0.44579,              0.2303,            0.052651,            0.054094,            0.022048,              0.0055,              0.0055,              0.0055
                 152,            0.054914,            0.082631,            0.032803,              0.5888,             0.42565,             0.44637,             0.23071,            0.052642,            0.054092,            0.022031,           0.0054529,           0.0054529,           0.0054529
                 153,            0.054867,            0.082727,            0.032752,             0.58519,             0.42773,             0.44671,             0.23069,            0.052637,            0.054095,            0.022012,           0.0054058,           0.0054058,           0.0054058
                 154,            0.054876,             0.08262,            0.032719,             0.58293,             0.42966,             0.44709,             0.23079,            0.052635,            0.054088,            0.021992,           0.0053587,           0.0053587,           0.0053587
                 155,            0.054836,             0.08254,             0.03256,             0.57993,             0.43156,             0.44739,             0.23116,            0.052576,            0.054078,            0.021969,           0.0053116,           0.0053116,           0.0053116
                 156,            0.054781,            0.082043,            0.032754,             0.57964,             0.43195,             0.44784,              0.2318,            0.052539,            0.054071,            0.021947,           0.0052645,           0.0052645,           0.0052645
                 157,            0.054751,            0.082491,            0.032638,             0.58612,             0.42864,             0.44809,             0.23213,            0.052513,            0.054074,            0.021926,           0.0052174,           0.0052174,           0.0052174
